"No.","Time","Source","Destination","Protocol","Length","Info"
"2102","36.321064","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2103","36.336448","OneplusT_f2:a1:d8","0c:cb:85:ec:37:48","802.11","198","Probe Response, SN=1980, FN=0, Flags=........, BI=100, SSID=jamnik"
"2104","36.346176","OneplusT_f2:a1:d8","0c:cb:85:ec:37:48","802.11","198","Probe Response, SN=1981, FN=0, Flags=........, BI=100, SSID=jamnik"
"2105","36.346663","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2106","36.355393","OneplusT_f2:a1:d8","Google_84:b5:32","802.11","198","Probe Response, SN=1982, FN=0, Flags=........, BI=100, SSID=jamnik"
"2107","36.357404","","HuaweiTe_14:8e:6e (b0:55:08:14:8e:6e) (RA)","802.11","10","Acknowledgement, Flags=........"
"2108","36.360511","OneplusT_f2:a1:d8","Google_84:b5:32","802.11","198","Probe Response, SN=1982, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2109","36.362537","","HuaweiTe_14:8e:6e (b0:55:08:14:8e:6e) (RA)","802.11","10","Acknowledgement, Flags=........"
"2110","36.364608","OneplusT_f2:a1:d8","Google_84:b5:32","802.11","198","Probe Response, SN=1982, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2111","36.365084","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2112","36.367167","OneplusT_f2:a1:d8","0c:cb:85:ec:37:48","802.11","198","Probe Response, SN=1983, FN=0, Flags=........, BI=100, SSID=jamnik"
"2113","36.367145","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2114","36.383041","OneplusT_f2:a1:d8","0c:cb:85:ec:37:48","802.11","198","Probe Response, SN=1984, FN=0, Flags=........, BI=100, SSID=jamnik"
"2115","36.384575","OneplusT_f2:a1:d8","0c:cb:85:ec:37:48","802.11","198","Probe Response, SN=1984, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2116","36.386624","OneplusT_f2:a1:d8","0c:cb:85:ec:37:48","802.11","198","Probe Response, SN=1984, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2117","36.395840","OneplusT_f2:a1:d8","SamsungE_14:02:65","802.11","198","Probe Response, SN=1985, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2118","36.407103","OneplusT_f2:a1:d8","SamsungE_14:02:65","802.11","198","Probe Response, SN=1985, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2119","36.409152","OneplusT_f2:a1:d8","SamsungE_14:02:65","802.11","198","Probe Response, SN=1986, FN=0, Flags=........, BI=100, SSID=jamnik"
"2120","36.411200","OneplusT_f2:a1:d8","SamsungE_14:02:65","802.11","198","Probe Response, SN=1986, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2121","36.412698","OneplusT_f2:a1:d8","SamsungE_14:02:65","802.11","198","Probe Response, SN=1986, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2122","36.413219","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2123","36.415289","OneplusT_f2:a1:d8","0c:cb:85:ec:37:48","802.11","198","Probe Response, SN=1987, FN=0, Flags=........, BI=100, SSID=jamnik"
"2124","36.419350","OneplusT_f2:a1:d8","0c:cb:85:ec:37:48","802.11","198","Probe Response, SN=1987, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2125","36.420929","OneplusT_f2:a1:d8","0c:cb:85:ec:37:48","802.11","198","Probe Response, SN=1987, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2126","36.429632","OneplusT_f2:a1:d8","0c:cb:85:ec:37:48","802.11","198","Probe Response, SN=1989, FN=0, Flags=........, BI=100, SSID=jamnik"
"2127","36.438336","OneplusT_f2:a1:d8","0c:cb:85:ec:37:48","802.11","198","Probe Response, SN=1989, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2128","36.439872","OneplusT_f2:a1:d8","0c:cb:85:ec:37:48","802.11","198","Probe Response, SN=1989, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2129","36.465473","OneplusT_f2:a1:d8","Shenzhen_af:ee:3a","802.11","198","Probe Response, SN=1990, FN=0, Flags=........, BI=100, SSID=jamnik"
"2130","36.492608","OneplusT_f2:a1:d8","Shenzhen_af:ee:3a","802.11","198","Probe Response, SN=1991, FN=0, Flags=........, BI=100, SSID=jamnik"
"2131","36.502314","","HuaweiTe_14:8e:6e (b0:55:08:14:8e:6e) (RA)","802.11","10","Acknowledgement, Flags=........"
"2132","36.505396","OneplusT_f2:a1:d8","Shenzhen_af:ee:3a","802.11","198","Probe Response, SN=1991, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2133","36.507435","","HuaweiTe_14:8e:6e (b0:55:08:14:8e:6e) (RA)","802.11","10","Acknowledgement, Flags=........"
"2134","36.509503","OneplusT_f2:a1:d8","Shenzhen_af:ee:3a","802.11","198","Probe Response, SN=1991, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2135","36.509483","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2136","36.511552","OneplusT_f2:a1:d8","Shenzhen_af:ee:3a","802.11","198","Probe Response, SN=1992, FN=0, Flags=........, BI=100, SSID=jamnik"
"2137","36.514624","OneplusT_f2:a1:d8","Shenzhen_af:ee:3a","802.11","198","Probe Response, SN=1993, FN=0, Flags=........, BI=100, SSID=jamnik"
"2138","36.517162","","HuaweiTe_14:8e:6e (b0:55:08:14:8e:6e) (RA)","802.11","10","Acknowledgement, Flags=........"
"2139","36.519232","OneplusT_f2:a1:d8","Shenzhen_af:ee:3a","802.11","198","Probe Response, SN=1993, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2140","36.519210","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2141","36.523290","OneplusT_f2:a1:d8","Shenzhen_af:ee:3a","802.11","198","Probe Response, SN=1995, FN=0, Flags=........, BI=100, SSID=jamnik"
"2142","36.523306","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2143","36.545344","OneplusT_f2:a1:d8","Shenzhen_af:ee:3a","802.11","198","Probe Response, SN=1996, FN=0, Flags=........, BI=100, SSID=jamnik"
"2144","36.546880","OneplusT_f2:a1:d8","Shenzhen_af:ee:3a","802.11","198","Probe Response, SN=1996, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2145","36.548928","OneplusT_f2:a1:d8","Shenzhen_af:ee:3a","802.11","198","Probe Response, SN=1996, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2146","36.663103","OneplusT_f2:a1:d8","e2:cb:9c:48:2c:39","802.11","198","Probe Response, SN=1998, FN=0, Flags=........, BI=100, SSID=jamnik"
"2147","36.671295","OneplusT_f2:a1:d8","e2:cb:9c:48:2c:39","802.11","198","Probe Response, SN=1998, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2148","36.671779","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2149","36.707086","","HuaweiTe_77:46:5e (d0:65:ca:77:46:5e) (RA)","802.11","10","Acknowledgement, Flags=........"
"2150","36.797247","OneplusT_f2:a1:d8","4e:64:ac:b5:4f:a0","802.11","198","Probe Response, SN=2000, FN=0, Flags=........, BI=100, SSID=jamnik"
"2151","36.827922","","CompalBr_c8:00:0c (38:43:7d:c8:00:0c) (RA)","802.11","10","Acknowledgement, Flags=........"
"2152","36.832015","","HuaweiTe_5b:82:2c (14:9d:09:5b:82:2c) (RA)","802.11","10","Acknowledgement, Flags=........"
"2153","36.836111","","CompalBr_c8:00:0c (38:43:7d:c8:00:0c) (RA)","802.11","10","Acknowledgement, Flags=........"
"2154","36.839696","","CompalBr_c8:00:0c (38:43:7d:c8:00:0c) (RA)","802.11","10","Acknowledgement, Flags=........"
"2155","36.843328","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2002, FN=0, Flags=........, BI=100, SSID=jamnik"
"2156","36.853055","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2002, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2157","36.855104","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2002, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2158","36.880191","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2003, FN=0, Flags=........, BI=100, SSID=jamnik"
"2159","36.882239","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2003, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2160","36.884287","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2003, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2161","36.917066","::","ff02::16","ICMPv6","130","Multicast Listener Report Message v2"
"2162","36.917055","","IntelCor_61:ab:a7 (f4:06:69:61:ab:a7) (RA)","802.11","10","Acknowledgement, Flags=........"
"2163","36.919627","192.168.43.152","156.17.79.2","TCP","86","39386  >  80 [FIN, ACK] Seq=1 Ack=1 Win=293 Len=0 TSval=3671918761 TSecr=961204816"
"2164","36.919616","","IntelCor_61:ab:a7 (f4:06:69:61:ab:a7) (RA)","802.11","10","Acknowledgement, Flags=........"
"2165","36.920138","192.168.43.152","156.17.79.2","TCP","86","39390  >  80 [FIN, ACK] Seq=1 Ack=1 Win=293 Len=0 TSval=3671918761 TSecr=961204816"
"2166","36.920128","","IntelCor_61:ab:a7 (f4:06:69:61:ab:a7) (RA)","802.11","10","Acknowledgement, Flags=........"
"2167","36.920650","192.168.43.152","52.114.132.22","TCP","86","[TCP Previous segment not captured] 57516  >  443 [FIN, ACK] Seq=2 Ack=1 Win=467 Len=0 TSval=2870151301 TSecr=1866818826"
"2168","36.921151","","IntelCor_61:ab:a7 (f4:06:69:61:ab:a7) (RA)","802.11","10","Acknowledgement, Flags=........"
"2169","36.948289","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2005, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2170","36.949310","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2005, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2171","36.968729","192.168.43.152","224.0.0.251","MDNS","198","Standard query response 0x0000 PTR, cache flush cuda-2.local AAAA, cache flush fe80::dec9:bd98:e2a7:239a"
"2172","36.970302","::","ff02::16","ICMPv6","128","Multicast Listener Report Message v2"
"2173","37.022996","","Motorola_50:b3:82 (2c:fd:ab:50:b3:82) (RA)","802.11","10","Acknowledgement, Flags=........"
"2174","37.028631","","Mediatek_52:42:be (00:0a:00:52:42:be) (RA)","802.11","10","Acknowledgement, Flags=........"
"2175","37.072149","","Motorola_50:b3:82 (2c:fd:ab:50:b3:82) (RA)","802.11","10","Acknowledgement, Flags=........"
"2176","37.088575","OneplusT_f2:a1:d8","IntelCor_61:ab:a7","802.11","198","Probe Response, SN=2007, FN=0, Flags=........, BI=100, SSID=jamnik"
"2177","37.093173","","HuaweiTe_14:8e:6e (b0:55:08:14:8e:6e) (RA)","802.11","10","Acknowledgement, Flags=...P...."
"2178","37.095216","OneplusT_f2:a1:d8","IntelCor_61:ab:a7","802.11","198","Probe Response, SN=2007, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2179","37.096766","OneplusT_f2:a1:d8","IntelCor_61:ab:a7","802.11","198","Probe Response, SN=2007, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2180","37.100820","Tp-LinkT_41:70:6e (ac:84:c6:41:70:6e) (TA)","Motorola_50:b3:82 (2c:fd:ab:50:b3:82) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2181","37.113150","OneplusT_f2:a1:d8","IntelCor_61:ab:a7","802.11","198","Probe Response, SN=2008, FN=0, Flags=........, BI=100, SSID=jamnik"
"2182","37.113674","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=...P...."
"2183","37.115723","","HuaweiTe_14:8e:6e (b0:55:08:14:8e:6e) (RA)","802.11","10","Acknowledgement, Flags=...P...."
"2184","37.139774","OneplusT_f2:a1:d8","IntelCor_61:ab:a7","802.11","198","Probe Response, SN=2010, FN=0, Flags=........, BI=100, SSID=jamnik"
"2185","37.141823","OneplusT_f2:a1:d8","IntelCor_61:ab:a7","802.11","198","Probe Response, SN=2010, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2186","37.143870","OneplusT_f2:a1:d8","IntelCor_61:ab:a7","802.11","198","Probe Response, SN=2010, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2187","37.162372","","HuaweiTe_91:18:1f (1c:67:58:91:18:1f) (RA)","802.11","10","Acknowledgement, Flags=...P...."
"2188","37.239120","","SamsungE_44:e4:70 (e0:aa:96:44:e4:70) (RA)","802.11","10","Clear-to-send, Flags=........"
"2189","37.306239","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2012, FN=0, Flags=........, BI=100, SSID=jamnik"
"2190","37.307774","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2012, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2191","37.309822","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2012, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2192","37.331790","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2013, FN=0, Flags=........, BI=100, SSID=jamnik"
"2193","37.333375","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2013, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2194","37.341526","","Motorola_50:b3:82 (2c:fd:ab:50:b3:82) (RA)","802.11","10","Acknowledgement, Flags=........"
"2195","37.375870","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2015, FN=0, Flags=........, BI=100, SSID=jamnik"
"2196","37.384061","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2015, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2197","37.386109","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2015, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2198","37.395838","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2016, FN=0, Flags=........, BI=100, SSID=jamnik"
"2199","37.397885","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2016, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2200","37.399933","OneplusT_f2:a1:d8","ca:08:10:cb:72:b2","802.11","198","Probe Response, SN=2016, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2201","37.411156","","Motorola_50:b3:82 (2c:fd:ab:50:b3:82) (RA)","802.11","10","Acknowledgement, Flags=........"
"2202","37.556607","OneplusT_f2:a1:d8","SamsungE_0c:93:e7","802.11","198","Probe Response, SN=2019, FN=0, Flags=........, BI=100, SSID=jamnik"
"2203","37.564798","OneplusT_f2:a1:d8","SamsungE_0c:93:e7","802.11","198","Probe Response, SN=2019, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2204","37.566845","OneplusT_f2:a1:d8","SamsungE_0c:93:e7","802.11","198","Probe Response, SN=2019, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2205","37.648253","OneplusT_f2:a1:d8","Motorola_d8:ab:0b","802.11","175","Probe Response, SN=2547, FN=0, Flags=........, BI=100, SSID=jamnik"
"2206","37.650301","OneplusT_f2:a1:d8","Motorola_d8:ab:0b","802.11","175","Probe Response, SN=2547, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2207","37.652349","OneplusT_f2:a1:d8","Motorola_d8:ab:0b","802.11","175","Probe Response, SN=2547, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2208","37.653885","OneplusT_f2:a1:d8","Motorola_d8:ab:0b","802.11","175","Probe Response, SN=2547, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2209","37.655933","OneplusT_f2:a1:d8","Motorola_d8:ab:0b","802.11","175","Probe Response, SN=2547, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2210","37.655897","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2211","37.662553","","HuaweiTe_14:8e:6e (b0:55:08:14:8e:6e) (RA)","802.11","10","Acknowledgement, Flags=........"
"2212","37.664638","OneplusT_f2:a1:d8","Motorola_d8:ab:0b","802.11","175","Probe Response, SN=2548, FN=0, Flags=........, BI=100, SSID=jamnik"
"2213","37.669205","OneplusT_f2:a1:d8","Motorola_d8:ab:0b","802.11","175","Probe Response, SN=2548, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2214","37.677916","","HuaweiTe_14:8e:6e (b0:55:08:14:8e:6e) (RA)","802.11","10","Acknowledgement, Flags=........"
"2215","37.679441","OneplusT_f2:a1:d8","Motorola_d8:ab:0b","802.11","175","Probe Response, SN=2548, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2216","37.682011","","HuaweiTe_14:8e:6e (b0:55:08:14:8e:6e) (RA)","802.11","10","Acknowledgement, Flags=........"
"2217","37.683574","OneplusT_f2:a1:d8","Motorola_d8:ab:0b","802.11","175","Probe Response, SN=2548, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2218","37.685629","OneplusT_f2:a1:d8","Motorola_d8:ab:0b","802.11","175","Probe Response, SN=2548, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2219","37.685593","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2220","37.689726","OneplusT_f2:a1:d8","Motorola_d8:ab:0b","802.11","175","Probe Response, SN=2549, FN=0, Flags=........, BI=100, SSID=jamnik"
"2221","37.697917","OneplusT_f2:a1:d8","Motorola_d8:ab:0b","802.11","175","Probe Response, SN=2549, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2222","37.699966","OneplusT_f2:a1:d8","SamsungE_0c:93:e7","802.11","198","Probe Response, SN=2021, FN=0, Flags=........, BI=100, SSID=jamnik"
"2223","37.700446","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2224","37.702526","OneplusT_f2:a1:d8","SamsungE_0c:93:e7","802.11","198","Probe Response, SN=2022, FN=0, Flags=........, BI=100, SSID=jamnik"
"2225","37.702492","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2226","37.704573","OneplusT_f2:a1:d8","Motorola_d8:ab:0b","802.11","175","Probe Response, SN=2550, FN=0, Flags=........, BI=100, SSID=jamnik"
"2227","37.704537","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2228","37.706069","","Motorola_50:b3:82 (2c:fd:ab:50:b3:82) (RA)","802.11","10","Acknowledgement, Flags=........"
"2229","37.714776","","Cisco-Li_2f:54:f7 (68:7f:74:2f:54:f7) (RA)","802.11","10","Acknowledgement, Flags=........"
"2230","37.716317","","Cisco-Li_2f:54:f7 (68:7f:74:2f:54:f7) (RA)","802.11","10","Acknowledgement, Flags=........"
"2231","37.735765","Tp-LinkT_41:70:6e (ac:84:c6:41:70:6e) (TA)","Mediatek_52:42:be (00:0a:00:52:42:be) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2232","37.798270","OneplusT_f2:a1:d8","SamsungE_0c:93:e7","802.11","198","Probe Response, SN=2024, FN=0, Flags=........, BI=100, SSID=jamnik"
"2233","37.798235","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2234","37.800283","","Cisco-Li_2f:54:f7 (68:7f:74:2f:54:f7) (RA)","802.11","10","Acknowledgement, Flags=........"
"2235","37.802333","","Cisco-Li_2f:54:f7 (68:7f:74:2f:54:f7) (RA)","802.11","10","Acknowledgement, Flags=........"
"2236","37.804373","","Motorola_50:b3:82 (2c:fd:ab:50:b3:82) (RA)","802.11","10","Acknowledgement, Flags=........"
"2237","37.812571","","Cisco-Li_2f:54:f7 (68:7f:74:2f:54:f7) (RA)","802.11","10","Acknowledgement, Flags=........"
"2238","37.842262","","Motorola_50:b3:82 (2c:fd:ab:50:b3:82) (RA)","802.11","10","Acknowledgement, Flags=........"
"2239","37.862747","","HuaweiTe_14:8e:6e (b0:55:08:14:8e:6e) (RA)","802.11","10","Acknowledgement, Flags=........"
"2240","37.980502","","Motorola_50:b3:82 (2c:fd:ab:50:b3:82) (RA)","802.11","10","Acknowledgement, Flags=........"
"2241","37.991249","","SamsungE_44:e4:70 (e0:aa:96:44:e4:70) (RA)","802.11","10","Acknowledgement, Flags=........"
"2242","38.097278","OneplusT_f2:a1:d8","SamsungE_e8:fe:f5","802.11","198","Probe Response, SN=2028, FN=0, Flags=........, BI=100, SSID=jamnik"
"2243","38.099326","OneplusT_f2:a1:d8","SamsungE_e8:fe:f5","802.11","198","Probe Response, SN=2028, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2244","38.178749","OneplusT_f2:a1:d8","SamsungE_e8:fe:f5","802.11","198","Probe Response, SN=2030, FN=0, Flags=........, BI=100, SSID=jamnik"
"2245","38.180797","OneplusT_f2:a1:d8","SamsungE_e8:fe:f5","802.11","198","Probe Response, SN=2030, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2246","38.184854","","HuaweiTe_14:8e:6e (b0:55:08:14:8e:6e) (RA)","802.11","10","Acknowledgement, Flags=........"
"2247","38.186904","","Cisco-Li_2f:54:f7 (68:7f:74:2f:54:f7) (RA)","802.11","10","Acknowledgement, Flags=........"
"2248","38.188989","OneplusT_f2:a1:d8","SamsungE_e8:fe:f5","802.11","198","Probe Response, SN=2030, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2249","38.202256","","SamsungE_44:e4:70 (e0:aa:96:44:e4:70) (RA)","802.11","10","Acknowledgement, Flags=........"
"2250","38.225854","OneplusT_f2:a1:d8","SamsungE_e8:fe:f5","802.11","198","Probe Response, SN=2031, FN=0, Flags=........, BI=100, SSID=jamnik"
"2251","38.225812","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2252","38.227860","","Cisco-Li_2f:54:f7 (68:7f:74:2f:54:f7) (RA)","802.11","10","Acknowledgement, Flags=........"
"2253","38.259133","OneplusT_f2:a1:d8","SamsungE_e8:fe:f5","802.11","198","Probe Response, SN=2033, FN=0, Flags=........, BI=100, SSID=jamnik"
"2254","38.301117","OneplusT_f2:a1:d8","SamsungE_e8:fe:f5","802.11","198","Probe Response, SN=2034, FN=0, Flags=........, BI=100, SSID=jamnik"
"2255","38.301590","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2256","38.344086","","Cisco-Li_2f:54:f7 (68:7f:74:2f:54:f7) (RA)","802.11","10","Acknowledgement, Flags=........"
"2257","38.387605","","Cisco-Li_2f:54:f7 (68:7f:74:2f:54:f7) (RA)","802.11","10","Acknowledgement, Flags=........"
"2258","38.487487","OneplusT_f2:a1:d8","3a:e8:53:4a:10:7b","802.11","198","Probe Response, SN=2037, FN=0, Flags=........, BI=100, SSID=jamnik"
"2259","38.491538","","HuaweiTe_14:8e:6e (b0:55:08:14:8e:6e) (RA)","802.11","10","Acknowledgement, Flags=........"
"2260","38.493586","","Cisco-Li_2f:54:f7 (68:7f:74:2f:54:f7) (RA)","802.11","10","Acknowledgement, Flags=........"
"2261","38.495679","OneplusT_f2:a1:d8","3a:e8:53:4a:10:7b","802.11","198","Probe Response, SN=2037, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2262","38.499262","OneplusT_f2:a1:d8","3a:e8:53:4a:10:7b","802.11","198","Probe Response, SN=2037, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2263","38.499731","","OneplusT_f2:a1:d8 (c0:ee:fb:f2:a1:d8) (RA)","802.11","10","Acknowledgement, Flags=........"
"2264","38.643091","","CompalBr_c8:00:0c (38:43:7d:c8:00:0c) (RA)","802.11","10","Acknowledgement, Flags=........"
"2265","38.647698","","CompalBr_c8:00:0c (38:43:7d:c8:00:0c) (RA)","802.11","10","Acknowledgement, Flags=........"
"2266","38.653332","","Tp-LinkT_41:70:6e (ac:84:c6:41:70:6e) (RA)","802.11","10","Acknowledgement, Flags=........"
"2267","38.676373","Tp-LinkT_41:70:6e (ac:84:c6:41:70:6e) (TA)","Mediatek_52:42:be (00:0a:00:52:42:be) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2268","38.677400","","Mediatek_52:42:be (00:0a:00:52:42:be) (RA)","802.11","10","Acknowledgement, Flags=........"
"2269","38.719892","","Draytek_82:23:d0 (00:1d:aa:82:23:d0) (RA)","802.11","10","Acknowledgement, Flags=........"
"2270","38.880665","","Mediatek_52:42:be (00:0a:00:52:42:be) (RA)","802.11","10","Acknowledgement, Flags=........"
"2271","38.881680","","SamsungE_44:e4:70 (e0:aa:96:44:e4:70) (RA)","802.11","10","Acknowledgement, Flags=........"
"2272","39.072144","","HuaweiTe_5b:82:2c (14:9d:09:5b:82:2c) (RA)","802.11","10","Acknowledgement, Flags=........"
"2273","39.122831","","CompalBr_c8:00:0c (38:43:7d:c8:00:0c) (RA)","802.11","10","Acknowledgement, Flags=........"
"2274","39.127952","","CompalBr_c8:00:0c (38:43:7d:c8:00:0c) (RA)","802.11","10","Acknowledgement, Flags=........"
"2275","39.134096","","CompalBr_c8:00:0c (38:43:7d:c8:00:0c) (RA)","802.11","10","Acknowledgement, Flags=........"
"2276","39.166973","OneplusT_f2:a1:d8","Motorola_35:92:3d","802.11","198","Probe Response, SN=2044, FN=0, Flags=........, BI=100, SSID=jamnik"
"2277","39.171541","","HuaweiTe_14:8e:6e (b0:55:08:14:8e:6e) (RA)","802.11","10","Acknowledgement, Flags=........"
"2278","39.175677","OneplusT_f2:a1:d8","Motorola_35:92:3d","802.11","198","Probe Response, SN=2044, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2279","39.177725","OneplusT_f2:a1:d8","Motorola_35:92:3d","802.11","198","Probe Response, SN=2044, FN=0, Flags=....R..., BI=100, SSID=jamnik"
"2280","39.187925","","Cisco-Li_2f:54:f7 (68:7f:74:2f:54:f7) (RA)","802.11","10","Acknowledgement, Flags=........"
"2281","39.190526","OneplusT_f2:a1:d8","Motorola_35:92:3d","802.11","198","Probe Response, SN=2046, FN=0, Flags=........, BI=100, SSID=jamnik"
"2282","39.193046","","HuaweiTe_14:8e:6e (b0:55:08:14:8e:6e) (RA)","802.11","10","Acknowledgement, Flags=........"
"2283","39.195133","OneplusT_f2:a1:d8","Motorola_35:92:3d","802.11","198","Probe Response, SN=2046, FN=0, Flags=....R..., BI=100, SSID=jamnik"
